"O","H","L","C","V","T","BV","market"
9262.12959989,9293.33292546,9201.00000001,9232,55.51828879,"2018-03-14T02:00:00",513827.50544736,"USDT-BTC"
9231,9300,9216.42231877,9248,38.44098607,"2018-03-14T03:00:00",356301.75809011,"USDT-BTC"
9248,9249,9089.19,9091,102.33242917,"2018-03-14T04:00:00",933556.69169543,"USDT-BTC"
9095.1,9170,9091.1,9170,46.15448356,"2018-03-14T05:00:00",421240.32422376,"USDT-BTC"
9170,9184.01485383,9090.1,9180,51.10989706,"2018-03-14T06:00:00",467221.9006505,"USDT-BTC"
9147.99999986,9184.01485383,9045,9050,143.05786822,"2018-03-14T07:00:00",1303010.90170062,"USDT-BTC"
9045.00000001,9110,9045.00000001,9109,59.44290721,"2018-03-14T08:00:00",540411.39907192,"USDT-BTC"
9098.55,9115.89909998,8870.01000001,8911.504,276.45284955,"2018-03-14T09:00:00",2478647.21548873,"USDT-BTC"
8911.504,8966.99299999,8700,8745.000041,466.981389,"2018-03-14T10:00:00",4104419.23822166,"USDT-BTC"
8745.000041,8758.687,8620.59024761,8663.00000001,315.04759632,"2018-03-14T11:00:00",2733581.47767718,"USDT-BTC"
8663.00000001,8740,8561,8681.11001,332.44818504,"2018-03-14T12:00:00",2881219.5431145,"USDT-BTC"
8681.11001,8699.07665999,8600,8655,155.57476032,"2018-03-14T13:00:00",1344906.5250903,"USDT-BTC"
8655,8800,8655,8726,162.98205119,"2018-03-14T14:00:00",1421193.37700564,"USDT-BTC"
8730,8743,8600,8705.99899999,208.69241924,"2018-03-14T15:00:00",1810735.17663032,"USDT-BTC"
8700,8709,8350,8400.10000005,619.79802596,"2018-03-14T16:00:00",5255611.79393627,"USDT-BTC"
8400.10000005,8449.999999,8223.19999993,8301.0000001,694.44985524,"2018-03-14T17:00:00",5774710.88158408,"USDT-BTC"
8332.439616,8340.61774,8185,8244.00000001,345.32207975,"2018-03-14T18:00:00",2851520.83026394,"USDT-BTC"
8241.00000001,8355.34632395,8241.00000001,8256.00000001,240.35445365,"2018-03-14T19:00:00",1993926.0094251,"USDT-BTC"
8256.00000001,8322,8200,8300,174.62176298,"2018-03-14T20:00:00",1441454.1305424,"USDT-BTC"
8289.9999,8300,7930,8045,754.5213606,"2018-03-14T21:00:00",6068190.49129516,"USDT-BTC"
8045,8293.9022304,8045,8176.21559118,425.39228122,"2018-03-14T22:00:00",3472925.39372996,"USDT-BTC"
8170,8299,8133.85909262,8177.64017685,153.73410041,"2018-03-14T23:00:00",1264241.27434229,"USDT-BTC"
8177.64017685,8268.99699999,8036.19082853,8039.33449604,296.27750862,"2018-03-15T00:00:00",2404158.51804454,"USDT-BTC"
8049.99999997,8178.63821435,8039.33449608,8087,204.94189358,"2018-03-15T01:00:00",1659161.2939247,"USDT-BTC"
8087.99999999,8100,7740,7777.77777777,581.54254009,"2018-03-15T02:00:00",4579123.84652822,"USDT-BTC"
7761,7950.3093747,7749.8204,7837.72137048,277.60092459,"2018-03-15T03:00:00",2185998.6477523,"USDT-BTC"
7858.16757,7935.5,7750,7847.81201769,243.51404464,"2018-03-15T04:00:00",1912068.09624423,"USDT-BTC"
7899.99999512,7911.99999832,7720.00000001,7790,179.35433639,"2018-03-15T05:00:00",1397674.40363233,"USDT-BTC"
7790,7850,7666,7820,452.66990328,"2018-03-15T06:00:00",3504384.25726332,"USDT-BTC"
7800.10000015,7942,7800.10000015,7869.7869,236.05872151,"2018-03-15T07:00:00",1862385.59340147,"USDT-BTC"
7870,8249,7780,8200,481.60694243,"2018-03-15T08:00:00",3883411.53603323,"USDT-BTC"
8200,8265,8100,8175.82874162,300.81096532,"2018-03-15T09:00:00",2465681.0778486,"USDT-BTC"
8175.82874162,8258,8051,8110.948423,173.84978403,"2018-03-15T10:00:00",1418453.2971321,"USDT-BTC"
8110.948423,8258,8089,8250,134.29703603,"2018-03-15T11:00:00",1098766.31132923,"USDT-BTC"
8248,8250,8099.00000002,8198,166.74158566,"2018-03-15T12:00:00",1360040.26324329,"USDT-BTC"
8198,8399,8150.7021515,8382,306.32389007,"2018-03-15T13:00:00",2529326.99129081,"USDT-BTC"
8382,8410.59499999,8264,8282.5,364.17726404,"2018-03-15T14:00:00",3042252.20023911,"USDT-BTC"
8300,8300,7921.00000001,8094.99999999,558.98611261,"2018-03-15T15:00:00",4490320.03018759,"USDT-BTC"
8067.00000008,8150,7958,8099,212.20947714,"2018-03-15T16:00:00",1707133.60440498,"USDT-BTC"
8080,8210,8056.37000016,8125.2003009,141.14459494,"2018-03-15T17:00:00",1149982.86327691,"USDT-BTC"
8125.2003009,8206,8071,8120,93.46967745,"2018-03-15T18:00:00",760404.04810266,"USDT-BTC"
8113.607,8337.99999999,8112.31503901,8204.72705189,194.64440013,"2018-03-15T19:00:00",1602652.92988234,"USDT-BTC"
8204.72705189,8270.04,8195.43517547,8269.05,128.75779212,"2018-03-15T20:00:00",1058856.48672018,"USDT-BTC"
8269.05,8340,8120.00000002,8300,168.10511408,"2018-03-15T21:00:00",1387035.76963858,"USDT-BTC"
8310.210325,8368,8250,8301.00000003,127.00284749,"2018-03-15T22:00:00",1055640.1398517,"USDT-BTC"
8348.99999998,8360.00000002,8215,8292.86172782,115.71796918,"2018-03-15T23:00:00",956611.15715101,"USDT-BTC"
8220.46602816,8320.09375,8005,8059.38026495,207.59203335,"2018-03-16T00:00:00",1702152.02244082,"USDT-BTC"
8057.62824125,8099.53592998,7913,7990.40483898,231.88210212,"2018-03-16T01:00:00",1856109.67670568,"USDT-BTC"
7990.40483898,8120,7946.74334149,8080.29999994,133.59233722,"2018-03-16T02:00:00",1073700.18834364,"USDT-BTC"
8080.29999994,8144.12900529,8000,8030,84.36625033,"2018-03-16T03:00:00",680803.8671596,"USDT-BTC"
8029,8230.869496,8013.8013,8160,117.93886566,"2018-03-16T04:00:00",961056.22470442,"USDT-BTC"
8198.99999991,8288,8142.1945,8221.82683,518.23979774,"2018-03-16T05:00:00",4257398.73358435,"USDT-BTC"
8221.82683,8280,8150.001,8185,135.88826325,"2018-03-16T06:00:00",1115951.12874537,"USDT-BTC"
8184,8300,8159.91960001,8248.99,117.6165434,"2018-03-16T07:00:00",970824.28308899,"USDT-BTC"
8248.99,8290.245,8158.71041328,8205,76.4878605,"2018-03-16T08:00:00",629700.55563743,"USDT-BTC"
8205,8205,8080,8155.967,179.53032896,"2018-03-16T09:00:00",1460876.42548485,"USDT-BTC"
8179.99999995,8200,8075.77976,8100,95.98260006,"2018-03-16T10:00:00",779760.43761177,"USDT-BTC"
8100,8230,8077.00000002,8193.274,134.49768823,"2018-03-16T11:00:00",1093554.88524273,"USDT-BTC"
8193.274,8240.32939999,8150,8170,270.89815096,"2018-03-16T12:00:00",2223024.2561954,"USDT-BTC"
8178.99999999,8499,8101,8448,669.72570432,"2018-03-16T13:00:00",5614856.79069594,"USDT-BTC"
8451.54,8545.30562499,8401.10000001,8427.5,266.58135245,"2018-03-16T14:00:00",2257413.93538591,"USDT-BTC"
8430,8596,8405.70000001,8540,294.83921067,"2018-03-16T15:00:00",2510229.72821977,"USDT-BTC"
8548.278,8600,8465,8550,216.76727024,"2018-03-16T16:00:00",1848772.58323107,"USDT-BTC"
8531.06000001,8580,8450,8474.67999999,128.33486259,"2018-03-16T17:00:00",1091960.68539954,"USDT-BTC"
8474.67999999,8550,8426,8509,85.45822075,"2018-03-16T18:00:00",725039.88685416,"USDT-BTC"
8509,8588.88,8494.53112,8544.99999999,75.50173252,"2018-03-16T19:00:00",644035.92501062,"USDT-BTC"
8544.99999999,8558.21225999,8500,8505,76.13415605,"2018-03-16T20:00:00",648303.06213194,"USDT-BTC"
8505,8522,8432.11122006,8475,111.89973703,"2018-03-16T21:00:00",947418.08524163,"USDT-BTC"
8470.00000002,8519,8459.545,8467,49.67875931,"2018-03-16T22:00:00",421657.59766003,"USDT-BTC"
8468,8519.99999999,8275.00000012,8275.00000012,242.9577564,"2018-03-16T23:00:00",2028752.10089547,"USDT-BTC"
8275.00000012,8347.63499989,8250,8282.00000001,183.61529889,"2018-03-17T00:00:00",1520573.49735876,"USDT-BTC"
8300,8338.15299898,8111,8130,243.69977094,"2018-03-17T01:00:00",1997800.99524357,"USDT-BTC"
8130,8238,8101,8224.95,65.52158122,"2018-03-17T02:00:00",534858.93577476,"USDT-BTC"
8224.95,8239.42997,8130.001,8179.35105841,92.65620801,"2018-03-17T03:00:00",758314.11596701,"USDT-BTC"
8180,8200,8100,8190,72.61285902,"2018-03-17T04:00:00",591076.22322976,"USDT-BTC"
8190,8198.99999397,8100,8140,50.25110078,"2018-03-17T05:00:00",409038.53781363,"USDT-BTC"
8113.48369626,8199,8101.5,8195,75.73595033,"2018-03-17T06:00:00",616453.27712294,"USDT-BTC"
8194,8213.23601,8181,8189,37.37607314,"2018-03-17T07:00:00",306369.53909319,"USDT-BTC"
8182,8364.153,8140,8303,94.44348231,"2018-03-17T08:00:00",778463.85150066,"USDT-BTC"
8305,8342.99999996,8230,8278,54.38584137,"2018-03-17T09:00:00",450495.62152026,"USDT-BTC"
8251,8278,8224.73036,8237.1,41.43627308,"2018-03-17T10:00:00",341833.08917652,"USDT-BTC"
8244.351076,8315,8180,8195.2775,100.68145483,"2018-03-17T11:00:00",828917.74805661,"USDT-BTC"
8195.2775,8201,7985.00000001,8021,297.44163904,"2018-03-17T12:00:00",2400469.93547188,"USDT-BTC"
8020.06,8070,7905,7975.635339,252.8344432,"2018-03-17T13:00:00",2016729.59518047,"USDT-BTC"
7975.635339,8030,7928.00000001,7947.92051994,119.41614526,"2018-03-17T14:00:00",952824.6273781,"USDT-BTC"
7949.8778,7970,7832.00000001,7877,307.32088526,"2018-03-17T15:00:00",2422089.28425945,"USDT-BTC"
7861,7963.69999999,7850.86050006,7867,167.04104321,"2018-03-17T16:00:00",1318530.58874241,"USDT-BTC"
7867,7989,7867,7916,113.53819753,"2018-03-17T17:00:00",900158.65296073,"USDT-BTC"
7935.49629462,7979.313001,7800,7809,208.93603979,"2018-03-17T18:00:00",1645859.28269541,"USDT-BTC"
7809,7830,7716.98000001,7800,258.40848564,"2018-03-17T19:00:00",2007672.6871463,"USDT-BTC"
7800,7840,7733.75000001,7827.00002,121.19865824,"2018-03-17T20:00:00",945078.39770073,"USDT-BTC"
7829.69814,8029,7827.00002,7950,205.13844242,"2018-03-17T21:00:00",1631365.7702809,"USDT-BTC"
7942,8029.9876453,7913.5,7991,77.66867694,"2018-03-17T22:00:00",619062.55676931,"USDT-BTC"
8000,8008,7812.68411668,7857,80.93463682,"2018-03-17T23:00:00",637825.99691103,"USDT-BTC"
7856.69999999,7870,7667,7667,309.77083759,"2018-03-18T00:00:00",2391748.91840227,"USDT-BTC"
7670,7775,7667.00000001,7700,292.32821961,"2018-03-18T01:00:00",2255898.20238038,"USDT-BTC"
7700,7700.00000001,7550.80932466,7634,480.85855189,"2018-03-18T02:00:00",3657478.54258081,"USDT-BTC"
7634,7722.44888,7562.886152,7670.867127,160.29355667,"2018-03-18T03:00:00",1227868.67816931,"USDT-BTC"
7666.697612,7750.092,7539,7540.01000001,193.55112089,"2018-03-18T04:00:00",1476586.56095391,"USDT-BTC"
7555.53564,7694.89999996,7536,7650,66.09247649,"2018-03-18T05:00:00",502843.61432655,"USDT-BTC"
7650.1,7752.99999,7600.15218232,7730,119.02081255,"2018-03-18T06:00:00",916022.9044764,"USDT-BTC"
7730,7750.24400001,7623.00000001,7646.95410801,102.55934642,"2018-03-18T07:00:00",788504.36609364,"USDT-BTC"
7652.69663764,7840,7626.2524,7763.07,166.34351885,"2018-03-18T08:00:00",1284395.03000654,"USDT-BTC"
7755,7780,7650,7706.6803586,77.81959739,"2018-03-18T09:00:00",599975.81148433,"USDT-BTC"
7709.99999995,7730,7550.00000001,7567,204.01040223,"2018-03-18T10:00:00",1556425.62222125,"USDT-BTC"
7567,7818.78964149,7550,7782.46301299,188.07635745,"2018-03-18T11:00:00",1443837.95379854,"USDT-BTC"
7795.33327256,7825,7665.001,7700,156.44637146,"2018-03-18T12:00:00",1212324.2962255,"USDT-BTC"
7700,7710.001,7545.62695919,7590,280.73211136,"2018-03-18T13:00:00",2135432.27870241,"USDT-BTC"
7590,7610,7337.73,7460,962.05891168,"2018-03-18T14:00:00",7145201.28237894,"USDT-BTC"
7460,7497,7360,7367,228.08587892,"2018-03-18T15:00:00",1691499.14716027,"USDT-BTC"
7367,7450,7330,7372.62999,403.97432458,"2018-03-18T16:00:00",2979419.06503221,"USDT-BTC"
7372.62999,7541.08842692,7336.09450832,7470.20000004,258.91587856,"2018-03-18T17:00:00",1926781.20451454,"USDT-BTC"
7480,7585,7407.59910001,7465.99099991,218.50947562,"2018-03-18T18:00:00",1643217.52828205,"USDT-BTC"
7455.8334218,7529.92459255,7373.449862,7468.50000003,110.57763062,"2018-03-18T19:00:00",824115.67829877,"USDT-BTC"
7468.80000003,7666.11100001,7463.00000002,7650,173.23277148,"2018-03-18T20:00:00",1312008.18701004,"USDT-BTC"
7650.10000001,8299,7650,8231.99,1303.08579901,"2018-03-18T21:00:00",10396005.1695994,"USDT-BTC"
8231.99,8233.09,8002.07038685,8150,476.28593922,"2018-03-18T22:00:00",3874754.00828666,"USDT-BTC"
8150,8294.99999999,8122.478027,8200,376.49689433,"2018-03-18T23:00:00",3094777.37436072,"USDT-BTC"
8199.99999999,8440.3,8185.99999999,8290,499.47106232,"2018-03-19T00:00:00",4181205.99890797,"USDT-BTC"
8292,8324.99999997,8092.01000002,8232.55406,227.16461115,"2018-03-19T01:00:00",1858095.01340894,"USDT-BTC"
8225,8300.00000001,8120,8176.44451013,133.80056207,"2018-03-19T02:00:00",1100586.27301353,"USDT-BTC"
8176.44451013,8245,8087,8176.44441013,99.12686677,"2018-03-19T03:00:00",809748.88502876,"USDT-BTC"
8176.44441013,8248.00249999,8165,8194.07625263,70.66690916,"2018-03-19T04:00:00",579396.82063068,"USDT-BTC"
8194.07625263,8360,8178,8300.1,180.5380078,"2018-03-19T05:00:00",1498742.2876365,"USDT-BTC"
8300.1,8350,8250,8290.99999988,89.39564491,"2018-03-19T06:00:00",742625.27354164,"USDT-BTC"
8290.99999989,8325,8250,8314.9,117.20116986,"2018-03-19T07:00:00",971485.22512403,"USDT-BTC"
8291,8400.98,8290,8330,206.36008219,"2018-03-19T08:00:00",1724456.70828397,"USDT-BTC"
8330,8348.66800799,8175.22680842,8191.1,214.52189476,"2018-03-19T09:00:00",1764949.89206781,"USDT-BTC"
8191.1,8250,8105,8218.6857967,189.19238139,"2018-03-19T10:00:00",1541165.59191983,"USDT-BTC"
8218.68579671,8343.24000001,8218.6857967,8339.06125001,152.87406047,"2018-03-19T11:00:00",1268285.28315471,"USDT-BTC"
8339.06125001,8350,8240,8260,88.2709256,"2018-03-19T12:00:00",731576.75951054,"USDT-BTC"
8285,8591,8233.1,8540,609.83141626,"2018-03-19T13:00:00",5167300.48431962,"USDT-BTC"
8540,8750,8515.001,8544.51,559.48119141,"2018-03-19T14:00:00",4822060.54213607,"USDT-BTC"
8560,8620.77500001,8450,8550,239.94484146,"2018-03-19T15:00:00",2053773.96867523,"USDT-BTC"
8585.278,8640,8352,8379.99989281,272.15716559,"2018-03-19T16:00:00",2324504.27362532,"USDT-BTC"
8378.1035695,8390,8238.61879167,8324,413.53152199,"2018-03-19T17:00:00",3439466.79714263,"USDT-BTC"
8324,8409.99999999,8280.01000019,8295,232.60945792,"2018-03-19T18:00:00",1944231.38242691,"USDT-BTC"
8300.00000001,8500,8281.23658732,8410,142.73342335,"2018-03-19T19:00:00",1196482.35469474,"USDT-BTC"
8410,8510,8380,8438.00000002,119.87698767,"2018-03-19T20:00:00",1011908.98830778,"USDT-BTC"
8438,8503.94893072,8400.796436,8419,321.2829441,"2018-03-19T21:00:00",2717957.53324514,"USDT-BTC"
8400.796436,8550,8357.001,8500,215.18541191,"2018-03-19T22:00:00",1823069.13378904,"USDT-BTC"
8500,8610.25,8424.20000001,8601,229.09530612,"2018-03-19T23:00:00",1956617.56434819,"USDT-BTC"
8601,8607.99999999,8449.9,8494.9,143.86195862,"2018-03-20T00:00:00",1224828.14861187,"USDT-BTC"
8494.9,8546.93775,8416.63279464,8469.80341,135.89351733,"2018-03-20T01:00:00",1152312.86355723,"USDT-BTC"
8469.80341,8633,8440.4713,8590,75.18111571,"2018-03-20T02:00:00",641728.92017042,"USDT-BTC"
8589,8658.20499997,8551.00000003,8629.8,163.38684963,"2018-03-20T03:00:00",1407511.96517163,"USDT-BTC"
8610.0000001,8645.09076831,8395,8455.0905157,248.62063018,"2018-03-20T04:00:00",2122790.09855517,"USDT-BTC"
8455.0905157,8499.98999998,8378,8490,104.2547632,"2018-03-20T05:00:00",879461.43484424,"USDT-BTC"
8490,8550,8465,8488.37,200.40837783,"2018-03-20T06:00:00",1703438.13222666,"USDT-BTC"
8505.30739,8534.5,8350,8367,117.86247437,"2018-03-20T07:00:00",994990.38451363,"USDT-BTC"
8367,8437,8320,8370,135.15629912,"2018-03-20T08:00:00",1129789.25042857,"USDT-BTC"
8354,8498.03654,8300.1,8465.6587134,138.33621933,"2018-03-20T09:00:00",1158090.57126765,"USDT-BTC"
8465.6587134,8498.74464776,8421.51,8479.08651,103.09509058,"2018-03-20T10:00:00",871952.29331354,"USDT-BTC"
8475,8565,8431.52,8536.9,135.16679104,"2018-03-20T11:00:00",1152506.5628542,"USDT-BTC"
8536.9,8626,8458.08650999,8570,171.03113467,"2018-03-20T12:00:00",1463762.3489358,"USDT-BTC"
8570,8579.9,8425,8448.063036,151.13283049,"2018-03-20T13:00:00",1284121.97654988,"USDT-BTC"
8448.75924,8525.8,8380,8510,133.09292735,"2018-03-20T14:00:00",1126530.92430767,"USDT-BTC"
8510,8590,8505.80000001,8531,124.04547312,"2018-03-20T15:00:00",1059986.7856094,"USDT-BTC"
8550.99999997,8860.6945,8530,8850,685.74110554,"2018-03-20T16:00:00",6011089.40039103,"USDT-BTC"
8850,8876.30883919,8779,8875.30883919,245.78383258,"2018-03-20T17:00:00",2169898.61112836,"USDT-BTC"
8873.30883918,8888,8780.1,8846.9999,331.29493509,"2018-03-20T18:00:00",2933257.01320469,"USDT-BTC"
8846.9999,8945.2345786,8810,8945.2345786,259.71951915,"2018-03-20T19:00:00",2312398.15551542,"USDT-BTC"
8945.2345786,9022.60525,8845.61,8890,462.33715446,"2018-03-20T20:00:00",4141033.64080338,"USDT-BTC"
8890.00000001,9030,8863.33,9019.99999999,176.60041156,"2018-03-20T21:00:00",1582663.04373534,"USDT-BTC"
9019.99999999,9020,8880,8933,126.64405306,"2018-03-20T22:00:00",1133462.15582957,"USDT-BTC"
8933,8974.65,8830.04,8903,186.08813115,"2018-03-20T23:00:00",1658062.77734846,"USDT-BTC"
8890,8940.6037454,8842,8936.73,97.9039913,"2018-03-21T00:00:00",871087.64208212,"USDT-BTC"
8939.91776599,8990,8889.63936,8985,111.05569723,"2018-03-21T01:00:00",994549.89713282,"USDT-BTC"
8984,8984,8909.81565025,8919.99999999,213.40055968,"2018-03-21T02:00:00",1906852.28784622,"USDT-BTC"
8919.99999999,9085.99999998,8900.9979998,9020.7,87.41445998,"2018-03-21T03:00:00",786657.79339605,"USDT-BTC"
9032,9129,9032,9077,190.17919082,"2018-03-21T04:00:00",1728714.12763367,"USDT-BTC"
9076.7,9100.00000001,9027.89,9038.49137099,89.04147296,"2018-03-21T05:00:00",808230.23952303,"USDT-BTC"
9038.49137099,9090,8982.00000002,9089,84.32681455,"2018-03-21T06:00:00",760765.20496147,"USDT-BTC"
9054,9121.99,8895,8900.5,164.0014765,"2018-03-21T07:00:00",1472417.52539016,"USDT-BTC"
8900.5,8999.9,8860.00000001,8972,132.81269498,"2018-03-21T08:00:00",1186468.99377172,"USDT-BTC"
8972,9090.66950208,8961,9070,105.17709056,"2018-03-21T09:00:00",952270.21146165,"USDT-BTC"
9070,9100.9,9054,9061.00176821,82.86231065,"2018-03-21T10:00:00",752916.1417864,"USDT-BTC"
9061.00176821,9149,9061.00176821,9096,187.37925994,"2018-03-21T11:00:00",1706971.54465398,"USDT-BTC"
9096,9100,8963.00000001,9050,90.11577189,"2018-03-21T12:00:00",814471.68964353,"USDT-BTC"
9050,9128.73042415,9000,9002,84.73391977,"2018-03-21T13:00:00",766256.92169953,"USDT-BTC"
9010,9102.5,8980,9039.00000001,82.9538633,"2018-03-21T14:00:00",748929.98974658,"USDT-BTC"
9039.00000001,9180,9035.20000001,9037.80499999,225.61604044,"2018-03-21T15:00:00",2059931.55315402,"USDT-BTC"
9037.80499999,9089.00999988,8800,8830.00000004,667.8051642,"2018-03-21T16:00:00",5946139.65036321,"USDT-BTC"
8831.00000005,8888.91776602,8722,8838,431.25258123,"2018-03-21T17:00:00",3792297.47600642,"USDT-BTC"
8838,8954.99999998,8757.26500005,8880,306.33093414,"2018-03-21T18:00:00",2720647.61990304,"USDT-BTC"
8880,8980,8843.71740002,8860,90.15487379,"2018-03-21T19:00:00",803157.81985074,"USDT-BTC"
8860.98,8900,8824.78794905,8849.53442155,66.96922341,"2018-03-21T20:00:00",593145.64129121,"USDT-BTC"
8870,8976.54909978,8834.00000001,8913.00000001,107.43205966,"2018-03-21T21:00:00",960699.35501852,"USDT-BTC"
8913,8944.99999972,8817.56888779,8820,56.14927494,"2018-03-21T22:00:00",498533.49889757,"USDT-BTC"
8817.56888779,8950,8775.001,8894.99999989,124.8822928,"2018-03-21T23:00:00",1103816.42813672,"USDT-BTC"
8894.99999989,9050,8876.14290455,9001.86170479,73.49170775,"2018-03-22T00:00:00",659121.99053217,"USDT-BTC"
9040.33487,9099.99999999,9001.21,9075,88.71959352,"2018-03-22T01:00:00",802181.13122487,"USDT-BTC"
9075.17873407,9081.98531365,9004.27759002,9005.00000012,49.32929134,"2018-03-22T02:00:00",446031.03254192,"USDT-BTC"
9030,9095.999,8977,8988.85,54.0704746,"2018-03-22T03:00:00",487906.67719022,"USDT-BTC"
9010,9020.999999,8950.00000001,9012,63.55996134,"2018-03-22T04:00:00",570974.51641137,"USDT-BTC"
9013.9,9059.99999999,8982,8986.492401,41.95194693,"2018-03-22T05:00:00",378441.73399909,"USDT-BTC"
8999.91900002,9052.6,8982,9028.99999996,53.42971877,"2018-03-22T06:00:00",482088.02743092,"USDT-BTC"
9015,9028.99999995,8897.766,8966.75040998,110.17086833,"2018-03-22T07:00:00",984397.32190216,"USDT-BTC"
8966.75040997,9001.78000001,8934,8975,55.90163039,"2018-03-22T08:00:00",501146.54640803,"USDT-BTC"
8997,9000,8709,8780,280.85444275,"2018-03-22T09:00:00",2471782.23360938,"USDT-BTC"
8780,8780,8645.77543173,8744.78499999,421.27463781,"2018-03-22T10:00:00",3662661.62936595,"USDT-BTC"
8744.78399999,8764.46399999,8626.4713125,8642.83437374,207.52524417,"2018-03-22T11:00:00",1806264.61054342,"USDT-BTC"
8634.606345,8739.99999,8627,8714.28259386,149.90511321,"2018-03-22T12:00:00",1304026.9767745,"USDT-BTC"
8714.28259386,8714.28259386,8574.3,8585.99999996,234.44953388,"2018-03-22T13:00:00",2023547.43108856,"USDT-BTC"
8590,8628.85,8476,8476,537.11696725,"2018-03-22T14:00:00",4588465.83012263,"USDT-BTC"
8476,8630.00000001,8470.23,8625.66630219,367.57849006,"2018-03-22T15:00:00",3145741.51857194,"USDT-BTC"
8625.66630219,8669,8470.23,8613,241.09136527,"2018-03-22T16:00:00",2073778.73864003,"USDT-BTC"
8613,8698,8550.46619,8686,181.03337381,"2018-03-22T17:00:00",1561740.99561441,"USDT-BTC"
8686,8700.96699999,8626,8700,95.24920631,"2018-03-22T18:00:00",826443.19338098,"USDT-BTC"
8700,8701.694001,8551.00000001,8639.98799996,208.95464321,"2018-03-22T19:00:00",1809357.14929887,"USDT-BTC"
8639.98799995,8639.98799995,8530,8591,127.58748338,"2018-03-22T20:00:00",1091896.45021668,"USDT-BTC"
8595,8615.6697,8518.12891413,8569.00000044,170.83565024,"2018-03-22T21:00:00",1463667.75037288,"USDT-BTC"
8569.00000044,8690,8569.00000043,8690,178.54222159,"2018-03-22T22:00:00",1540600.06686864,"USDT-BTC"
